type,name,res_id,src,value,fuzzy
field,"gnuhealth.patient.evaluation,symptom_odynophagia",0,Odynophagia,Odinofagia,0
field,"gnuhealth.patient.evaluation,symptom_orthopnea",0,Orthopnea,Ortopnea,0
field,"gnuhealth.patient.evaluation,symptom_orthostatic_hypotension",0,Orthostatic hypotension,Hipotensión ortostática,0
field,"gnuhealth.patient.evaluation,symptom_otalgia",0,Otalgia,Otalgia,0
field,"gnuhealth.patient.evaluation,symptom_pain",0,Pain,Dolor,0
field,"gnuhealth.patient.evaluation,symptom_pain_intensity",0,Pain intensity,Intensidad del dolor,0
field,"gnuhealth.patient.evaluation,symptom_paralysis",0,Paralysis,Parálisis,0
field,"gnuhealth.patient.evaluation,symptom_paresthesia",0,Paresthesia,Parestesia,0
field,"gnuhealth.patient.evaluation,symptom_pelvic_pain",0,Pelvic Pain,Dolor pélvico,0
field,"gnuhealth.patient.evaluation,symptom_photophobia",0,Photophobia,Fotofobia,0
field,"gnuhealth.patient.evaluation,symptom_pollakiuria",0,Pollakiuiria,Micción excesiva,0
field,"gnuhealth.patient.evaluation,symptom_polydipsia",0,Polydipsia,Polidipsia,0
field,"gnuhealth.patient.evaluation,symptom_polyphagia",0,Polyphagia,Polifagia,0
field,"gnuhealth.patient.evaluation,symptom_polyuria",0,Polyuria,Poliuria,0
field,"gnuhealth.patient.evaluation,symptom_proctorrhagia",0,Proctorrhagia,Proctorragia,0
field,"gnuhealth.patient.evaluation,symptom_pruritus",0,Pruritus,Comezón,0
field,"gnuhealth.patient.evaluation,symptom_rectal_tenesmus",0,Rectal Tenesmus,Tenesmo rectal,0
field,"gnuhealth.patient.evaluation,symptom_rinorrhea",0,Rinorrhea,Rinorrea,0
field,"gnuhealth.patient.evaluation,symptom_sexual_dysfunction",0,Sexual Dysfunction,Disfunción sexual,0
field,"gnuhealth.patient.evaluation,symptom_sore_throat",0,Sore throat,Dolor de garganta,0
field,"gnuhealth.patient.evaluation,symptom_stress",0,Stressed-out,Estresado/a,0
field,"gnuhealth.patient.evaluation,symptom_syncope",0,Syncope,Síncope,0
field,"gnuhealth.patient.evaluation,symptom_thoracic_pain",0,Thoracic Pain,Dolor torácico,0
field,"gnuhealth.patient.evaluation,symptom_tinnitus",0,Tinnitus,Tinnitus,0
field,"gnuhealth.patient.evaluation,symptom_urethral_discharge",0,Urethral Discharge,Secreción uretral,0
field,"gnuhealth.patient.evaluation,symptom_vaginal_discharge",0,Vaginal Discharge,Flujo vaginal,0
field,"gnuhealth.patient.evaluation,symptom_vertigo",0,Vertigo,Vértigo,0
field,"gnuhealth.patient.evaluation,symptom_vesical_tenesmus",0,Vesical Tenesmus,Tenesmo urinario,0
field,"gnuhealth.patient.evaluation,symptom_vomiting",0,Vomiting,Vómitos,0
field,"gnuhealth.patient.evaluation,symptom_weight_change",0,Sudden weight change,Cambio de peso repentino,0
field,"gnuhealth.patient.evaluation,symptom_xerostomia",0,Xerostomia,Xerostomía,0
field,"gnuhealth.patient.evaluation,systolic",0,Systolic Pressure,Presión Sistólica,0
field,"gnuhealth.patient.evaluation,tag",0,Last TAGs,Último TAGs,0
field,"gnuhealth.patient.evaluation,temperature",0,Temperature,Temperatura (centígrados),0
field,"gnuhealth.patient.evaluation,tremor",0,Tremor,Tremor,0
field,"gnuhealth.patient.evaluation,user_id",0,Last Changed by,Ultimo cambio por ,0
field,"gnuhealth.patient.evaluation,violent",0,Violent Behaviour,Comportamiento violento,0
field,"gnuhealth.patient.evaluation,vocabulary",0,Vocabulary,Vocabulario,0
field,"gnuhealth.patient.evaluation,weight",0,Weight,Peso (kg),0
field,"gnuhealth.patient.evaluation,xerosis",0,Xerosis,Xerosis,0
field,"gnuhealth.patient.medication,adverse_reaction",0,Adverse Reactions,Reacciones adversas,0
field,"gnuhealth.patient.medication,course_completed",0,Course Completed,Tratamiento completado,0
field,"gnuhealth.patient.medication,discontinued",0,Discontinued,Suspendido,0
field,"gnuhealth.patient.medication,discontinued_reason",0,Reason for discontinuation,Razón para abandonar el tratamiento,0
field,"gnuhealth.patient.medication,doctor",0,Physician,Doctor,0
field,"gnuhealth.patient.medication,is_active",0,Active,Activo,0
field,"gnuhealth.patient.medication,name",0,Patient,Paciente,0
field,"gnuhealth.patient.medication,notes",0,Extra Info,Información Adicional,0
field,"gnuhealth.patient.medication,patient",0,Patient,Paciente,0
field,"gnuhealth.patient.medication,rec_name",0,Name,Nombre,0
field,"gnuhealth.patient.medication,template",0,Medication Template,Planilla para Medicación,0
field,"gnuhealth.physician,code",0,ID,ID,0
field,"gnuhealth.physician,info",0,Extra info,Información adicional,0
field,"gnuhealth.physician,institution",0,Institution,Institución,0
field,"gnuhealth.physician,name",0,Physician,Doctor,0
field,"gnuhealth.physician,rec_name",0,Name,Nombre,0
field,"gnuhealth.physician,specialty",0,Specialty,Especialidad,0
field,"gnuhealth.prescription.line,allow_substitution",0,Allow substitution,Permitir substituir,0
field,"gnuhealth.prescription.line,name",0,Prescription ID,ID de receta,0
field,"gnuhealth.prescription.line,prnt",0,Print,Imprimir,0
field,"gnuhealth.prescription.line,quantity",0,Quantity,Cantidad,0
field,"gnuhealth.prescription.line,rec_name",0,Name,Nombre,0
field,"gnuhealth.prescription.line,refills",0,Refills #,# de recargas,0
field,"gnuhealth.prescription.line,review",0,Review,Revisión,0
field,"gnuhealth.prescription.line,short_comment",0,Comment,Comentario,0
field,"gnuhealth.prescription.line,template",0,Medication Template,Planilla de Medicación,0
field,"gnuhealth.prescription.order,notes",0,Prescription Notes,Notas receta,0
field,"gnuhealth.prescription.order,patient",0,Patient,Paciente,0
field,"gnuhealth.prescription.order,pharmacy",0,Pharmacy,Farmacia,0
field,"gnuhealth.prescription.order,prescription_date",0,Prescription Date,Fecha de la receta,0
field,"gnuhealth.prescription.order,prescription_id",0,Prescription ID,ID de receta,0
field,"gnuhealth.prescription.order,prescription_line",0,Prescription line,Items de la receta,0
field,"gnuhealth.prescription.order,rec_name",0,Name,Nombre,0
field,"gnuhealth.prescription.order,user_id",0,Prescribing Doctor,Doctor que prescribe,0
field,"gnuhealth.procedure,description",0,Long Text,Texto Largo,0
field,"gnuhealth.procedure,name",0,Code,Código,0
field,"gnuhealth.procedure,rec_name",0,Name,Nombre,0
field,"gnuhealth.sequences,appointment_sequence",0,Appointment Sequence,Secuencia de la Cita,0
field,"gnuhealth.sequences,patient_sequence",0,Patient Sequence,Secuencia del paciente,0
field,"gnuhealth.sequences,prescription_sequence",0,Prescription Sequence,Secuencia de la receta,0
field,"gnuhealth.sequences,rec_name",0,Name,Nombre,0
field,"gnuhealth.specialty,code",0,Code,Código,0
field,"gnuhealth.specialty,name",0,Specialty,Especialidad,0
field,"gnuhealth.specialty,rec_name",0,Name,Nombre,0
field,"gnuhealth.vaccination,date",0,Date,Fecha,0
field,"gnuhealth.vaccination,dose",0,Dose Number,Número de Dosis ,0
field,"gnuhealth.vaccination,institution",0,Institution,Institución,0
field,"gnuhealth.vaccination,name",0,Patient,Paciente,0
field,"gnuhealth.vaccination,next_dose_date",0,Next Dose,Siguiente Dosis,0
field,"gnuhealth.vaccination,observations",0,Observations,Observaciones,0
field,"gnuhealth.vaccination,rec_name",0,Name,Nombre,0
field,"gnuhealth.vaccination,vaccine",0,Name,Nombre,0
field,"gnuhealth.vaccination,vaccine_expiration_date",0,Expiration date,Fecha de caducidad,0
field,"gnuhealth.vaccination,vaccine_lot",0,Lot Number,Número de lote,0
field,"party.address,relationship",0,Relationship,Parentesco,0
field,"party.address,relative_id",0,Relative ID,ID del familiar,0
field,"party.party,activation_date",0,Activation date,Fecha de activación,0
field,"party.party,alias",0,Alias,alias,0
field,"party.party,insurance",0,Insurance,Seguro,0
field,"party.party,insurance_company_type",0,Insurance Type,Tipo de seguro,0
field,"party.party,insurance_plan_ids",0,Insurance Plans,Planes de seguro,0
field,"party.party,internal_user",0,Internal User,Usuario Interno,0
field,"party.party,is_doctor",0,Doctor,Doctor,0
field,"party.party,is_institution",0,Institution,Institución,0
field,"party.party,is_insurance_company",0,Insurance Company,Compañía de Seguros,0
field,"party.party,is_patient",0,Patient,Paciente,0
field,"party.party,is_person",0,Person,Persona,0
field,"party.party,lastname",0,Last Name,Apellido,0
field,"party.party,ref",0,ID Number,ID,0
field,"party.party.address,relationship",0,Relationship,Parentesco,0
field,"party.party.address,relative_id",0,Relative Partner ID,ID del Pariente del Partner,0
field,"product.product,is_bed",0,Bed,Cama,0
field,"product.product,is_medicament",0,Medicament,Medicamento,0
field,"product.product,is_vaccine",0,Vaccine,Vacuna,0
help,"gnuhealth.appointment,consultations",0,Consultation Services,Servicios de la consulta,0
help,"gnuhealth.appointment,doctor",0,Physician's Name,Nombre del médico,0
help,"gnuhealth.appointment,institution",0,Medical Center,Centro médico,0
help,"gnuhealth.appointment,patient",0,Patient Name,Nombre del paciente,0
help,"gnuhealth.appointment,speciality",0,Medical Specialty / Sector,Especialidad Médica / Sector,0
help,"gnuhealth.family,name",0,Family code within an operational sector,Código de familia en un sector operacional,0
help,"gnuhealth.family_code,name",0,Family code within an operational sector,Código de familia en un sector operacional,0
help,"gnuhealth.family_member,name",0,Family code,Código familiar,0
help,"gnuhealth.family_member,party",0,Family code,Código familiar,0
help,"gnuhealth.family_member,role",0,"Father, Mother, sibbling...","Padre, Madre, hermanos...",0
help,"gnuhealth.hospital.bed,name",0,Bed Number,Número cama,0
help,"gnuhealth.hospital.bed,telephone_number",0,Telephone number / Extension,Número de Teléfono / Interno,0
help,"gnuhealth.hospital.bed,ward",0,Ward or room,Sala o habitación,0
help,"gnuhealth.hospital.building,institution",0,Medical Center,Centro médico,0
help,"gnuhealth.hospital.building,name",0,Name of the building within the institution,Nombre del edificio dentro de la institución,0
help,"gnuhealth.hospital.or,institution",0,Medical Center,Centro médico,0
help,"gnuhealth.hospital.or,name",0,Name of the Operating Room,Nombre del quirófano,0
help,"gnuhealth.hospital.unit,institution",0,Medical Center,Centro médico,0
help,"gnuhealth.hospital.unit,name",0,"Name of the unit, eg Neonatal, Intensive Care, ...","Nombre de la unidad, por ej, Neonatal, Terapia Intensiva, ...",0
help,"gnuhealth.hospital.ward,bio_hazard",0,Check this option if there is biological hazard,Marque si hay riesgo biológico,0
help,"gnuhealth.hospital.ward,institution",0,Medical Center,Centro médico,0
help,"gnuhealth.hospital.ward,name",0,Ward / Room code,Planta / Código Habitación,0
help,"gnuhealth.hospital.ward,number_of_beds",0,Number of patients per ward,Número de pacientes por sala,0
help,"gnuhealth.hospital.ward,private",0,Check this option for private room,Marque esta opción para habitación privada,0
help,"gnuhealth.installer.modules,gnuhealth.genetics",0,"This module allows Family history and genetic risksThe module includes hereditary risks, family history and genetic disorders.In this module we include the NCBI and Genecard information, more than 4200genes associated to diseases","Este módulo permite ver el historial familiar y los riesgos genéticos.El módulo incluye los riesgos hereditarios, antecedentes familiares y desórdenes genéticos. En este módulo se incluye el NCBI y la información Genecard, más de 4200genes asociados a enfermedades",0
help,"gnuhealth.installer.modules,gnuhealth.gyneco",0,This module includes :,Este módulo incluye,0
help,"gnuhealth.installer.modules,gnuhealth.icd10",0,This module will install WHO International Classification of Diseases 10th Revision.,"Este módulo instalará la Clasificación Internacional de de Enfermedades de la OMS , versión 10(CIE 10).",0
help,"gnuhealth.installer.modules,gnuhealth.icd10pcs",0,"Medical International Classification of Diseases 10th Revision - Procedure Coding System, used to code the surgical and therapeutic procedures","Clasificación  internacional de enfermedades, 10ª revisión - Sistema de codificación de procedimientos, utilizado para codificar los procedimientos quirúrgicos y terapéuticos",0
help,"gnuhealth.installer.modules,gnuhealth.inpatient",0,"This module will hold all the processes related to Inpatient (Patient hospitalization)
help,gnuhealth.patient.evaluation","pressure_ulcers""",0
help,"gnuhealth.installer.modules,gnuhealth.invoice",0,This module add functionality to create invoices for doctor's consulting charge.,Este módulo añade la funcionalidad de crear facturas para la cargar de la consulta del médico.,0
help,"gnuhealth.installer.modules,gnuhealth.lab",0,Medical Lab module used for Lab Management and lab test reports and invoicing.,"Módulo laboratorio utilizado para la gestión del laboratorio, informes de pruebas y facturación.",0
help,"gnuhealth.installer.modules,gnuhealth.lifestyle",0,Allow to enter Patient's lifestyle details.,Permite registrar el estilo de vida del paciente y las adicciones.,0
help,"gnuhealth.installer.modules,gnuhealth.socioeconomics",0,Allow to enter social economic details of Patient.,Permitir entrar detalles socio-económicos del paciente.,0
help,"gnuhealth.installer.modules,gnuhealth.surgery",0,Medical Surgery module used for patient's surgery details.,Módulo de cirugía médica utilizado para el detalle de las cirugías realizadas sobre los pacientes,0
help,"gnuhealth.insurance,category",0,Insurance company plan / category,Plan / categoría del seguro,0
help,"gnuhealth.insurance,plan_id",0,Insurance company plan,Plan de la compañía de seguros,0
help,"gnuhealth.insurance.plan,is_default",0,Check if this is the default plan when assigning this insurance company to a patient,Marcar si es el plan de seguros determinado,0
help,"gnuhealth.insurance.plan,name",0,Insurance company plan,Plan de la compañía de seguros,0
help,"gnuhealth.medicament,active_component",0,Active Component,Componente Activo,0
help,"gnuhealth.medicament,composition",0,Components,Componentes,0
help,"gnuhealth.medicament,dosage",0,Dosage / Indications,Dosis / Indicaciones,0
help,"gnuhealth.medicament,indications",0,Indications,Indicaciones,0
help,"gnuhealth.medicament,name",0,Commercial Name,Nombre Comercial,0
help,"gnuhealth.medicament,overdosage",0,Overdosage,Sobredosis,0
help,"gnuhealth.medicament,pregnancy",0,Warnings for Pregnant Women,Advertencias para embarazadas,0
help,"gnuhealth.medicament,pregnancy_warning",0,The drug represents risk to pregnancy or lactancy,Marque cuando el fármaco no se puede tomar durante el embarazo,0
help,"gnuhealth.medicament,presentation",0,Packaging,Envase,0
help,"gnuhealth.medicament,therapeutic_action",0,Therapeutic action,Acción terapéutica,0
help,"gnuhealth.medication.dosage,abbreviation",0,"Dosage abbreviation, such as tid in the US or tds in the UK","Abreviatura dosis, como tid en los EE.UU. o tds en el Reino Unido",0
help,"gnuhealth.medication.dosage,code",0,"Dosage Code,for example: SNOMED 229798009 = 3 times per day","Código de Dosis, tales como SNOMED, 229798009 = 3 veces por día",0
help,"gnuhealth.medication.dosage,name",0,Common frequency name,Nombre común ,0
help,"gnuhealth.medication.template,admin_times",0,"Suggested administration hours. For example, at 08:00, 13:00 and 18:00 can be encoded like 08 13 18","Horarios de administración sugeridos. Por ejemplo, a las 08:00, 13:00y 18:00puede codificarse como 08 13 18",0
help,"gnuhealth.medication.template,common_dosage",0,Common / standard dosage frequency for this medicament,Frecuencia común o normal de la dosis para este medicamento,0
help,"gnuhealth.medication.template,dose",0,"Amount of medication (eg, 250 mg) per dose",Cantidad de medicamento (p.ej. 250mg) cada vez que el paciente lo toma,0
help,"gnuhealth.medication.template,dose_unit",0,Unit of measure for the medication to be taken,Unidad de medida para la medicación a tomar,0
help,"gnuhealth.medication.template,duration",0,"Period that the patient must take the medication. in minutes, hours, days, months, years or indefinately","Período durante el cual el paciente debe tomar la medicación en minutos, horas, días, meses, años o indefinidamente",0
help,"gnuhealth.medication.template,duration_period",0,"Period that the patient must take the medication in minutes, hours, days, months, years or indefinately","Período que el paciente debe tomar la medicación en minutos, horas, días, meses, años o indefinidamente",0
help,"gnuhealth.medication.template,form",0,"Drug form, such as tablet or gel","Presentación del medicamento, por ejemplo como tableta o gel",0
help,"gnuhealth.medication.template,frequency",0,"Time in between doses the patient must wait (ie, for 1 pill each 8 hours, put here 8 and select ""hours"" in the unit field","Tiempo entre las dosis que el paciente debe esperar ( por ej. para píldoras cada 8 horas, coloque aquí 8 y seleccione 'horas' en el campo unidad",0
help,"gnuhealth.medication.template,indication",0,Choose a disease for this medicament from the disease list. It can be an existing disease of the patient or a prophylactic.,Elija una enfermedad de la lista de enfermedades. Puede ser una enfermedad existente o una medida preventiva o profiláctica,0
help,"gnuhealth.medication.template,medicament",0,Prescribed Medicament,Medicamento recetado,0
help,"gnuhealth.medication.template,qty",0,"Quantity of units (eg, 2 capsules) of the medicament","Cantidad de unidades (por ej., 2 cápsulas) del medicamento",0
help,"gnuhealth.medication.template,route",0,Drug administration route code.,Código de la via de administración de la droga,0
help,"gnuhealth.operational_area,name",0,Operational Area of the city or region,Área Operacional de la ciudad o región,0
help,"gnuhealth.operational_sector,name",0,Region included in an operational area,Región incluída en un área operacional,0
help,"gnuhealth.pathology,chromosome",0,chromosome number,Número del cromosoma,0
help,"gnuhealth.pathology,code",0,"Specific Code for the Disease (eg, ICD-10, SNOMED...\)","Código específico para la enfermedad (por ejemplo, CIE-10, SNOMED ...)",0
help,"gnuhealth.pathology,gene",0,Name of the gene(s) affected,Nombre de genes afectados,0
help,"gnuhealth.pathology,name",0,Disease name,Nombre de la enfermedad,0
help,"gnuhealth.pathology,protein",0,Name of the protein(s) affected,Nombre de las proteínas afectadas,0
help,"gnuhealth.patient,critical_info",0,"Write any important information on the patient's disease, surgeries, allergies, ...","Escriba cualquier información importante sobre enfermedades, cirugías o alergias del paciente",0
help,"gnuhealth.patient,current_address",0,Contact information. You may choose from the different contacts and addresses this patient has.,Información de contacto. Se puede elegir entre los diferentes contactos y direcciones del paciente,0
help,"gnuhealth.patient,current_insurance",0,Insurance information. You may choose from the different insurances belonging to the patient,Información del seguro médico. Se puede seleccionar entre los diferentes seguros que tenga el paciente,0
help,"gnuhealth.patient,deceased",0,Mark if the patient has died,Marque si el paciente ha fallecido,0
help,"gnuhealth.patient,dob",0,Date of Birth,Fecha de Nacimiento,0
help,"gnuhealth.patient,family",0,Family Code,ID de familia,0
help,"gnuhealth.patient,family_code",0,Family Code,ID de familia,0
help,"gnuhealth.patient,general_info",0,General information about the patient,Información general sobre el paciente,0
help,"gnuhealth.patient,identification_code",0,Patient Identifier provided by the Health Center.Is not the ID from the party form,Identificador del paciente provisto por el centro de salud,0
help,"gnuhealth.patient,identifier",0,Social Security Number or National ID,Número de Seguridad Social o DNI,0
help,"gnuhealth.patient,name",0,Patient Name,Paciente,0
help,"gnuhealth.patient,patient_id",0,Patient Identifier provided by the Health Center. Is not the patient id from the partner form,Identificador del paciente provisto por el centro de salud. No es el ID del paciente del formulario de Partners,0
help,"gnuhealth.patient,primary_care_doctor",0,Current primary care / family doctor,Médico familiar o de cabecera,0
help,"gnuhealth.patient,user_id",0,"Physician that logs in the local Medical system (HIS), on the health center. It doesn't necesarily has do be the same as the Primary Care doctor",Doctor que ingresa al sistema del centro de salud. No tiene que ser necesariamente el mismo que el Médico de atención primaria.,0
help,"gnuhealth.patient.disease,age",0,Patient age at the moment of the diagnosis. Can be estimative,Edad del paciente al momento del diagnóstico. Puede ser estimativa,0
help,"gnuhealth.patient.disease,doctor",0,Physician who treated or diagnosed the patient,Médico que atendió o diagnosticó el paciente,0
help,"gnuhealth.patient.disease,is_infectious",0,Check if the patient has an infectious / transmissible disease,Marque si el paciente tiene una enfermedad infecciosa o transmisible,0
help,"gnuhealth.patient.disease,pathology",0,Disease,Enfermedad,0
help,"gnuhealth.patient.disease,pcs_code",0,"Procedure code, for example, ICD-10-PCS Code 7-character string","Código de Procedimiento, por ejemplo, Código ICD-10-PCS de 7 caracteres",0
help,"gnuhealth.patient.disease,short_comment",0,"Brief, one-line remark of the disease. Longer description will go on the Extra info field","Observación breve, de una línea, sobre la enfermedad. Para una descripción más larga utilice el campo Información Adicional",0
help,"gnuhealth.patient.evaluation,abstraction",0,Check this box if the patient presents abnormalities in abstract reasoning,Marque la casilla si el paciente presenta alguna anormalidad en el razonamiento abstracto,0
help,"gnuhealth.patient.evaluation,acropachy",0,Check if the patient shows acropachy / clubbing,Marque esta casilla si el paciente presenta acropaquía,0
help,"gnuhealth.patient.evaluation,alopecia",0,Check when alopecia - including androgenic - is present,"Marque esta casilla si el paciente presenta alopecia, incluida la androgénica",0
help,"gnuhealth.patient.evaluation,arritmia",0,"If associated  to a disease, please encode it on thepatient disease history","Si está asociada a una enfermedad, por favor registre esta situación en el historial de enfermedades del paciente",0
help,"gnuhealth.patient.evaluation,ascites",0,"If associated  to a disease, please encode it on the patient disease history","Si está asociado a una enfermedad, incluirla en la lista de enfermedades del paciente",0
help,"gnuhealth.patient.evaluation,bpm",0,Heart rate expressed in beats per minute,Frecuencia cardíaca expresada en pulsaciones por minuto,0
help,"gnuhealth.patient.evaluation,calculation_ability",0,Check this box if the patient can not do simple arithmetic problems,Marque la casilla si el paciente no puede realizar cálculos aritméticos básicos,0
help,"gnuhealth.patient.evaluation,chief_complaint",0,Chief Complaint,Motivo de consulta,0
help,"gnuhealth.patient.evaluation,cholesterol_total",0,Last cholesterol reading. Can be approximative,Último registro de nivel de colesterol. Puede ser aproximado.,0
help,"gnuhealth.patient.evaluation,cough",0,"If associated  to a disease, please encode it on the patient disease history.","Si está asociada a una enfermedad, por favor registre esta situación en el historial de enfermedades del paciente",0
help,"gnuhealth.patient.evaluation,cyanosis",0,"If associated  to a disease, please encode it on the patient disease history. For example,  R23.0 in ICD-10 encoding","Si está asociada a una enfermedad, por favor registre esta situación en el historial de enfermedades del paciente. Por ejemplo, como R23.0en la CIE-10",0
help,"gnuhealth.patient.evaluation,dehydration",0,"Check this box if the patient show signs of dehydration. If associated  to a disease, please encode the  correspondent disease on the patient disease history. For example, Volume Depletion, E86 in ICD-10 encoding","Marque esta casilla si el paciente tiene señales de deshidratación. Si no está asociado a una enfermedad, por favor codifíquela en el historial de las enfermedades del paciente. Por ejemplo, pérdida de volumen, E86 en CIE-10",0
help,"gnuhealth.patient.evaluation,derived_from",0,Physician who escalated / derived the case,Doctor que escaló / derivó el caso,0
help,"gnuhealth.patient.evaluation,derived_to",0,Physician to whom escalate / derive the case,Doctor a quien se le escala / deriva el caso,0
help,"gnuhealth.patient.evaluation,diagnosis",0,Presumptive Diagnosis,Diagnóstico Presuntivo,0
help,"gnuhealth.patient.evaluation,edema",0,"Please also encode the correspondent disease on the patient disease history. For example,  R60.1 in ICD-10 encoding","Por favor registre también esta situación en el historial de enfermedades del paciente. Por ejemplo, como Edema generalizado, R60.1 en la CIE-10",0
help,"gnuhealth.patient.evaluation,erithema",0,Please also encode the correspondent disease on the patient disease history.,Por favor registre también esta situación en el historial de enfermedades del paciente.,0
help,"gnuhealth.patient.evaluation,evaluation_date",0,Enter or select the date / ID of the appointment related to this evaluation,Introduzca o elija la fecha y la identificación de la cita relacionado con esta evaluación,0
help,"gnuhealth.patient.evaluation,glycemia",0,Last blood glucose level. Can be approximative.,Último registro de nivel de glucosa en sangre. Puede ser aproximado.,0
help,"gnuhealth.patient.evaluation,hba1c",0,Last Glycated Hb level. Can be approximative.,Último registro de nivel de hemoglobina glicosilada. Puede ser aproximado.,0
help,"gnuhealth.patient.evaluation,hdl",0,Last HDL Cholesterol reading. Can be approximative,Última lectura del nivel de colesterol bueno o HDL (Lipoproteína de Alta Densidad). Puede ser aproximado.,0
help,"gnuhealth.patient.evaluation,head_circumference",0,Head circumference,Circunferencia de la cabeza,0
help,"gnuhealth.patient.evaluation,heart_extra_sounds",0,"If associated  to a disease, please encode it on the patient disease history","Si está asociado a una enfermedad, incluirla en la lista de enfermedades del paciente",0
help,"gnuhealth.patient.evaluation,height",0,"Height in centimeters, eg 175","Altura en centímetros, ej : 175",0
help,"gnuhealth.patient.evaluation,hypertonia",0,Please also encode the correspondent disease on the patient disease history.,Por favor registre también esta situación en el historial de enfermedades del paciente.,0
help,"gnuhealth.patient.evaluation,hypotonia",0,Please also encode the correspondent disease on the patient disease history.,Por favor registre también esta situación en el historial de enfermedades del paciente.,0
help,"gnuhealth.patient.evaluation,jaundice",0,"If associated  to a disease, please encode it on the patient disease history","Si está asociado a una enfermedad, incluirla en la lista de enfermedades del paciente",0
help,"gnuhealth.patient.evaluation,judgment",0,Check this box if the patient can not interpret basic scenario solutions,Marque la casilla si el paciente no es capaz de interpretar hechos o situaciones básicas,0
help,"gnuhealth.patient.evaluation,jugular_engorgement",0,"If associated  to a disease, please encode it on the patient disease history","Si está asociado a una enfermedad, incluirla en la lista de enfermedades del paciente",0
help,"gnuhealth.patient.evaluation,knowledge_current_events",0,Check this box if the patient can not respond to public notorious events,Marque la casilla si el paciente no responde a eventos o hechos de su espacio circundante,0
help,"gnuhealth.patient.evaluation,ldl",0,Last LDL Cholesterol reading. Can be approximative,Última lectura del nivel de colesterol LDL (Proteína de Baja Densidad). Puede ser aproximado.,0
help,"gnuhealth.patient.evaluation,loc",0,Level of Consciousness - on Glasgow Coma Scale :  1=coma - 15=normal,Nivel de Conciencia - Escala de Glasgow :  1=coma - 15=normal,0
help,"gnuhealth.patient.evaluation,loc_eyes",0,Eyes Response - Glasgow Coma Scale - 1 to 4,Respuesta Ocular - Escala de Glasgow - 1 a 4,0
help,"gnuhealth.patient.evaluation,loc_motor",0,Motor Response - Glasgow Coma Scale - 1 to 6,Respuesta Motora - Escala de Coma de Glasgow - de 1 a 6,0
help,"gnuhealth.patient.evaluation,loc_verbal",0,Verbal Response - Glasgow Coma Scale - 1 to 5,Respuesta verbal - Escala de Coma de Glasgow - 1 a 5,0
help,"gnuhealth.patient.evaluation,lung_adventitious_sounds",0,"Crackles, wheezes, ronchus..","Crepitaciones, sibilancias",0
help,"gnuhealth.patient.evaluation,lynphadenitis",0,"If associated  to a disease, please encode it on the patient disease history","Si está asociado a una enfermedad, incluirla en la lista de enfermedades del paciente",0
help,"gnuhealth.patient.evaluation,malnutrition",0,"Check this box if the patient show signs of malnutrition. If associated  to a disease, please encode the correspondent disease on the patient disease history. For example, Moderate protein-energy malnutrition, E44.0 in ICD-10 encoding","Marque esta casilla si el paciente muestra signos de desnutrición. Si está asociada a alguna enfermedad, por favor registre también esta situación en el historial de enfermedades del paciente. Por ejemplo, como Desnutrición proteico-calórica moderada, E44.0en la CIE-10",0
help,"gnuhealth.patient.evaluation,masses",0,Check when there are findings of masses / tumors / lumps,Marque esta casilla si el paciente presenta algún tumor o bulto,0
help,"gnuhealth.patient.evaluation,memory",0,Check this box if the patient has problems in short or long term memory,Marque la casilla si el paciente tiene problemas de memoria de corto o largo plazo,0
help,"gnuhealth.patient.evaluation,miosis",0,"If associated  to a disease, please encode it on the patient disease history. For example,  H57.0 in ICD-10 encoding","Si está asociada a una enfermedad, por favor registre esta situación en el historial de enfermedades del paciente. Por ejemplo, como H57.0en la CIE-10",0
help,"gnuhealth.patient.evaluation,mydriasis",0,"If associated  to a disease, please encode it on the patient disease history. For example,  H57.0 in ICD-10 encoding","Si está asociada a una enfermedad, por favor registre esta situación en el historial de enfermedades del paciente. Por ejemplo, como H57.0en la CIE-10",0
help,"gnuhealth.patient.evaluation,nystagmus",0,"If associated  to a disease, please encode it on the patient disease history. For example,  H55 in ICD-10 encoding","Si está asociada a una enfermedad, por favor registre esta situación en el historial de enfermedades del paciente. Por ejemplo, como H55 en la CIE-10",0
help,"gnuhealth.patient.evaluation,object_recognition",0,"Check this box if the patient suffers from any sort of gnosia disorders, such as agnosia, prosopagnosia ...",Marque la casilla si el paciente sufre algún tipo de agnosia o prosopagnosia,0
help,"gnuhealth.patient.evaluation,orientation",0,Check this box if the patient is disoriented in time and/or space,Marque la casilla si el paciente se encuentra desorientado temporal y/o espacialmente,0
help,"gnuhealth.patient.evaluation,osat",0,Oxygen Saturation(arterial).,Saturación de oxígeno (arterial),0
help,"gnuhealth.patient.evaluation,palpebral_ptosis",0,"If associated  to a disease, please encode it on the patient disease history","Si está asociado a una enfermedad, incluirla en la lista de enfermedades del paciente",0
help,"gnuhealth.patient.evaluation,peau_dorange",0,Check if the patient has prominent pores in the skin of the breast,Marque la casilla si el paciente presenta poros prominentes en la piel de las mamas,0
help,"gnuhealth.patient.evaluation,praxis",0,Check this box if the patient is unable to make voluntarymovements,Marque la casilla si el paciente es incapaz de realizar movimientos voluntarios,0
